媒介,标题,创作者,分类,状态,评分,标签,一句话短评,长评,封面链接,开始日期,完成日期,购入渠道,存放位置,装帧/形态,价格
影视,肖申克的救赎,弗兰克·德拉邦特,剧情经典,读完,5.0,影史第一、自由意志、希望救赎、经典神作、人性史诗,有些鸟儿是关不住的，它们的每一片羽毛都闪耀着自由的光辉。希望是件好东西，也许是最好的东西。,影史无可争议的无冕之王。安迪用一把小石锤在十九年里凿开肖申克监狱的高墙，暴雨中拥抱自由的瞬间成为人类电影史的永恒丰碑。,https://img9.doubanio.com/view/photo/l/public/p1435894655.jpg,2026-07-01,2026-07-15,院线公映 · 影院观影,展厅第4层 · 影音光影展区,IMAX / 杜比影院,
影视,哈尔的移动城堡,宫崎骏 · 吉卜力工作室,奇幻治愈,读完,5.0,宫崎骏、吉卜力、浪漫奇幻、反战治愈、童话史诗,在茫茫人海中相遇，我已经找了你很久很久。世界这么大，人生这么长，总会有一个人，让你想要温柔对待。,宫崎骏最唯美浪漫的心灵寓言。即使外表衰老如风烛残年，真挚勇敢的心灵也能让沉重钢铁城堡翱翔于澄澈星空与花海。,https://lain.bgm.tv/pic/cover/l/95/0a/312_LmAan.jpg,2026-07-01,2026-07-15,院线公映 · 影院观影,展厅第4层 · 影音光影展区,IMAX / 杜比影院,
影视,星际穿越,克里斯托弗·诺兰,硬核科幻,读完,5.0,诺兰神作、硬核科幻、黑洞时空、父女深情、五维空间,不要温和地走进那个良夜。爱是唯一可以超越时间与空间维度的力量。,硬核相对论物理与极致父女亲情的壮丽交响。穿越五维超正方体拨动书架手表的秒针，浩瀚宇宙在人类的情感面前亦化作回音。,https://lain.bgm.tv/pic/cover/l/69/05/114365_O26a7.jpg,2026-07-01,2026-07-15,院线公映 · 影院观影,展厅第4层 · 影音光影展区,IMAX / 杜比影院,
影视,盗梦空间,克里斯托弗·诺兰,悬疑科幻,读完,5.0,诺兰神作、潜意识、梦境架构、极致烧脑、哲学悬疑,最坚韧的寄生虫是什么？是想法。一个想法可以筑起城市，也可以改变世界。图腾旋转不息，但我们已回到真实。,多层梦境嵌套与时间差叙事的结构奇迹。旋转的陀螺成为了整个电影史最迷人的哲学隐喻。,https://lain.bgm.tv/pic/cover/l/67/85/24057_P7DQx.jpg,2026-07-01,2026-07-15,院线公映 · 影院观影,展厅第4层 · 影音光影展区,IMAX / 杜比影院,
影视,疯狂动物城,拜伦·霍华德 · 迪士尼,动画喜剧,读完,4.9,迪士尼、乌托邦、爆笑治愈、打破偏见、狐兔CP,生活总会有点不顺心，但无论你是何种动物，改变都从你开始。Try Everything!,迪士尼兼具极致娱乐性与深刻社会多元包容思辨的现代经典。兔朱迪与狐尼克的乌托邦冒险充满灵动与温暖。,https://lain.bgm.tv/pic/cover/l/8e/4f/460021_aFU0A.jpg,2026-07-01,2026-07-15,院线公映 · 影院观影,展厅第4层 · 影音光影展区,IMAX / 杜比影院,
影视,教父,弗朗西斯·福特·科波拉,黑帮史诗,读完,5.0,影史巅峰、黑帮史诗、权力圣经、柯里昂家族、教父,伟大的人不是生来就伟大的，而是在成长过程中展现其伟大的。永远不要让别人知道你在想什么。,男人的圣经，电影美学的教科书。柯里昂家族在光影暗调中的沉浮与决断，构筑了人类权力与家庭责任的最冷峻赞歌。,https://lain.bgm.tv/pic/cover/l/1d/81/64965_8c3K2.jpg,2026-07-01,2026-07-15,院线公映 · 影院观影,展厅第4层 · 影音光影展区,IMAX / 杜比影院,
影视,功夫,周星驰,武侠动作,读完,4.9,周星驰、武侠巅峰、动作喜剧、童年梦想、如来神掌,想学啊？我教你啊。一曲肝肠断，天涯何处觅知音。,周星驰无厘头与传统武侠浪漫美学的集大成之作。从猪笼城寨的市井烟火到如来神掌化作彩蝶，充满了小人物对纯真童梦的守候。,https://lain.bgm.tv/pic/cover/l/61/f4/251853_k9OgZ.jpg,2026-07-01,2026-07-15,院线公映 · 影院观影,展厅第4层 · 影音光影展区,IMAX / 杜比影院,
影视,新世纪福音战士新剧场版：终,庵野秀明 · Khara,科幻哲学,读完,5.0,EVA终章、神作电影、庵野秀明、告别EVA、哲学心智,不能逃避，面对人与人之间的AT力场，向所有的福音战士告别，再见所有的Evangelion。,跨越四分之一个世纪的青春终章。庵野秀明用最真诚的成年人笔触，打破了虚幻的避难所，教我们走出忧郁，拥抱真实的人间与现实世界。,https://lain.bgm.tv/pic/cover/l/fe/45/6049_zy52O.jpg,2026-07-01,2026-07-15,院线公映 · 影院观影,展厅第4层 · 影音光影展区,IMAX / 杜比影院,
影视,给阿嘛的情书,闽南纪实影音,温情纪录,读完,4.9,亲情纪录、闽南古厝、阿嘛的爱、岁月温情、人间烟火,阿嘛留下的不仅是摇椅与古厝的风，更是流淌在血脉里永远不会褪色的温暖记忆。,真挚动人的代际亲情与乡土记忆。用温柔细腻的镜头记录祖辈的坚韧与慈爱，勾起无数人内心最柔软的归宿感与故土乡愁。,https://img1.doubanio.com/view/photo/l/public/p2932240430.jpg,2026-07-01,2026-07-15,院线公映 · 影院观影,展厅第4层 · 影音光影展区,IMAX / 杜比影院,
音乐,晴る (Haru),ヨルシカ (Yorushika) · n-buna / suis,日系摇滚 / 物哀美学,读完,5.0,2024年、葬送的芙莉莲OP、夜鹿、n-buna、治愈神曲,向着蔚蓝的晴空挥手作别，那滴落在手心的泪水，终会化为滋润大地的春雨。,TV动画《葬送的芙莉莲》第2季度 OP 主题曲。n-buna 标志性的清澈吉他扫弦与 suis 纯净高亢的声线，将千年精灵对漫长时光、生死别离的释然与深情吟唱得淋漓尽致，堪称 2024 年日系摇滚的巅峰之作。,https://p3.music.126.net/A2uvcfwP0zBfOfiR36Qiww==/109951169237033693.jpg,2024-01-01,2024-12-31,Apple Music / Spotify / 正版专辑,声音宇宙 · 夜鹿 & 真夜中回响专区,Hi-Res 无损黑胶 / 正规专辑,
音乐,アポリア (Aporia),ヨルシカ (Yorushika) · n-buna / suis,哲学摇滚 / 宇宙浪漫,读完,5.0,2024年、关于地球的运动ED、地动说、真理追寻、夜鹿,即便双脚陷于泥泞，我们依然要仰望并追寻那转动星辰的真理之火。,TV动画《地。-关于地球的运动-》ED 主题曲。歌名 Aporia 意为哲学术语中的‘困惑 / 无路可走’。探讨人类在浩瀚宇宙未知面前的渺小，以及前仆后继为真理献身的壮丽诗篇。,https://p4.music.126.net/Pm_XyfxR0gu5XCb-5vR9KA==/109951170023203859.jpg,2024-01-01,2024-12-31,Apple Music / Spotify / 正版专辑,声音宇宙 · 夜鹿 & 真夜中回响专区,Hi-Res 无损黑胶 / 正规专辑,
音乐,忘れてください (Please Forget),ヨルシカ (Yorushika) · n-buna / suis,日系抒情 / 夏日叙事,读完,4.9,2024年、夏日残响、suis、温柔放手、夜鹿,如果回忆会成为你的负担，那就请你连同我的名字与这个夏夜，一并遗忘吧。,夜鹿经典的夏日与离别物语。低回呢喃的琴键伴奏与渐进的弦乐编制，刻画出极致的物哀之美与温柔的解脱。,https://p4.music.126.net/leeWUbb51Ss-Kn2O6ii5cw==/109951169778596650.jpg,2024-01-01,2024-12-31,Apple Music / Spotify / 正版专辑,声音宇宙 · 夜鹿 & 真夜中回响专区,Hi-Res 无损黑胶 / 正规专辑,
音乐,ルバート (Rubato),ヨルシカ (Yorushika) · n-buna / suis,灵动轻摇滚 / 爵士切分,读完,4.8,2024年、自由节拍、漫步曲、灵动、夜鹿,在不被定义的拍子中自在漫步，把生活中的每一次停顿写成一首浪漫的散步曲。,轻快跳跃的爵士摇摆律动，如同雨后初霁在湿润的柏油路面上随意踏水前行，自由而充满生命力。,https://p4.music.126.net/BNSgic6KUWr-eJrWFY4u0Q==/109951169634605453.jpg,2024-01-01,2024-12-31,Apple Music / Spotify / 正版专辑,声音宇宙 · 夜鹿 & 真夜中回响专区,Hi-Res 无损黑胶 / 正规专辑,
音乐,斜陽 (Setting Sun),ヨルシカ (Yorushika) · n-buna / suis,青春摇滚 / 酸甜心境,读完,5.0,2023年、我心里危险的东西OP、青春心动、斜阳、夜鹿,放学后被斜阳染红的走廊里，那心照不宣的对视，是整个青春最滚烫的秘密。,TV动画《我心里危险的东西》第1季 OP 主题曲。轻盈奔放的吉他分解和弦与青涩悸动的歌词，描摹出初恋最纯粹的心动轨迹。,https://p4.music.126.net/RmLnCQHie5SdBPURTl8Z4Q==/109951168599595799.jpg,2023-01-01,2023-12-31,Apple Music / Spotify / 正版专辑,声音宇宙 · 夜鹿 & 真夜中回响专区,Hi-Res 无损黑胶 / 正规专辑,
音乐,アルジャーノン (Algernon),ヨルシカ (Yorushika) · n-buna / suis,文学摇滚 / 治愈救赎,读完,5.0,2023年、黄昏牵手、献给阿尔吉侬的花束、慢热神曲、夜鹿,慢慢地、慢慢地成长，即便智慧终会退去，也请在我的墓前放上一束鲜花。,TBS电视剧《夕暮れに、手をつなぐ》主题曲。灵感源自丹尼尔·凯斯世界名著《献给阿尔吉侬的花束》，温柔而深邃的生命叹息。,https://p3.music.126.net/pAMfNtqQBVDTaz1ttrna2w==/109951173486374782.jpg,2023-01-01,2023-12-31,Apple Music / Spotify / 正版专辑,声音宇宙 · 夜鹿 & 真夜中回响专区,Hi-Res 无损黑胶 / 正规专辑,
音乐,451 (华氏451),ヨルシカ (Yorushika) · n-buna / suis,硬派反乌托邦摇滚,读完,4.9,2023年、画集幻燈、华氏451、硬派摇滚、思想火种,书页在华氏451度燃烧，但思想的火种永远不会在灰烬中熄灭。,画集专辑《幻燈》核心收录曲。致敬科幻大师雷·布拉德伯里的经典反乌托邦巨著，重型吉他 Riff 与极具张力的演唱。,https://p3.music.126.net/pAMfNtqQBVDTaz1ttrna2w==/109951173486374782.jpg,2023-01-01,2023-12-31,Apple Music / Spotify / 正版专辑,声音宇宙 · 夜鹿 & 真夜中回响专区,Hi-Res 无损黑胶 / 正规专辑,
音乐,月光浴 (Moonlight Bath),ヨルシカ (Yorushika) · n-buna / suis,唯美抒情 / 静谧夜色,读完,4.9,2023年、大名倒产主题曲、月光、静心、夜鹿,在银白色的月光下洗尽尘世疲惫，时间在夜风里静止，灵魂重归静谧。,电影《大名倒产》主题曲。如同在深夜独自漫步在清凉月色下，琴音与声线如清泉流淌，抚平一切喧嚣与焦虑。,https://p4.music.126.net/DmFjhQCbwkPl7Lmqxc7-UA==/109951168980090020.jpg,2023-01-01,2023-12-31,Apple Music / Spotify / 正版专辑,声音宇宙 · 夜鹿 & 真夜中回响专区,Hi-Res 无损黑胶 / 正规专辑,
音乐,嘘じゃない (No Lie),ずっと真夜中でいいのに。 (ZUTOMAYO) · ACAね,前卫放克摇滚 / 疾走感,读完,5.0,2024年、我的鬼女孩主题曲、ACAね、神级放克、真夜中,即便把软弱和真心伪装起来，那份为你而战的执念，绝对不是谎言！,动画电影《我的鬼女孩 (My Oni Girl)》主题曲。ACAね 标志性的高速吉他切音与炸裂的 Slap Bass，在疾走感中诉说着少年少女笨拙却炽热的真心。,https://p3.music.126.net/eevP8WLVve9lX0Vq-4TowQ==/109951169618099511.jpg,2024-01-01,2024-12-31,Apple Music / Spotify / 正版专辑,声音宇宙 · 夜鹿 & 真夜中回响专区,Hi-Res 无损黑胶 / 正规专辑,
音乐,Blues in the Closet,ずっと真夜中でいいのに。 (ZUTOMAYO) · ACAね,夜光放克 / 都会律动,读完,4.9,2024年、真夜中放克、秘密衣橱、都会孤独、ACAね,把所有的不安塞进衣橱深处，戴上耳机，在蓝调的重低音里独自起舞。,ACAね 极具辨识度的真假音转换与复杂的爵士和弦走向，将都市年轻人在暗夜中的敏感孤独转化为摇摆律动。,https://p3.music.126.net/cAtkQLQDmAOdYOAVuomBVg==/109951169661368682.jpg,2024-01-01,2024-12-31,Apple Music / Spotify / 正版专辑,声音宇宙 · 夜鹿 & 真夜中回响专区,Hi-Res 无损黑胶 / 正规专辑,
音乐,海馬成長痛 (Hippocampus Growing Pains),ずっと真夜中でいいのに。 (ZUTOMAYO) · ACAね,意识流摇滚 / 锐利切分,读完,4.9,2024年、虚仮の一念、成长阵痛、高密节奏、真夜中,海马体中隐隐作痛的记忆回响，是灵魂脱胎换骨的证明。,迷你专辑《虚仮の一念海馬に託す》主打曲。密集的节奏鼓点与天马行空的歌词隐喻，直击现代人的精神内耗与觉醒。,https://p4.music.126.net/lLRFfH4_VA1WVtgV48fgGg==/109951169914591223.jpg,2024-01-01,2024-12-31,Apple Music / Spotify / 正版专辑,声音宇宙 · 夜鹿 & 真夜中回响专区,Hi-Res 无损黑胶 / 正规专辑,
音乐,TAIKUTSU (退屈),ずっと真夜中でいいのに。 (ZUTOMAYO) · ACAね,疾走放克摇滚,读完,4.9,2024年、超自然当哒当联动、炸裂贝斯、音速暴击、真夜中,用狂暴的贝斯轰碎无聊日常，在超自然的夜色中掀起狂澜！,极速狂飙的贝斯与二胡传统民乐音色奇妙碰撞，真夜中独门的高密度音乐轰炸，打破一切审美疲劳。,http://p1.music.126.net/K91EJHEHhOie6daCAnM2Tw==/109951168661764575.jpg,2024-01-01,2024-12-31,Apple Music / Spotify / 正版专辑,声音宇宙 · 夜鹿 & 真夜中回响专区,Hi-Res 无损黑胶 / 正规专辑,
音乐,花一匁 (Hanaichimonme),ずっと真夜中でいいのに。 (ZUTOMAYO) · ACAね,和风放克摇滚 / 殿堂主打,读完,5.0,2023年、沈香学、神专主打、童谣解构、真夜中,想要那个孩子，不给那个孩子。在世俗的算计与博弈中，夺回属于自己的心跳。,3rd 专辑《沈香学》核心主打神作。将日本古老童谣《花一匁》解构重组为充满朋克反叛精神与精巧律动的殿堂级放克曲。,https://p4.music.126.net/bmjKC1odG-1spq20rjjebg==/109951168657437538.jpg,2023-01-01,2023-12-31,Apple Music / Spotify / 正版专辑,声音宇宙 · 夜鹿 & 真夜中回响专区,Hi-Res 无损黑胶 / 正规专辑,
音乐,沈香学 (Jin Kou Gaku 专辑),ずっと真夜中でいいのに。 (ZUTOMAYO) · ACAね,正规概念专辑 / 殿堂之作,读完,5.0,2023年、公信榜冠军、沈香学、年度神专、真夜中,像沉香一样历经伤口与岁月沉淀，在深夜里散发出幽微而绝美的香气。,真夜中集大成的第3张正规概念专辑。收录《残机》《綺羅キラー》《消えてしまいそうです》等多首殿堂名曲，狂放与细腻并存。,https://p3.music.126.net/K91EJHEHhOie6daCAnM2Tw==/109951168661764575.jpg,2023-01-01,2023-12-31,Apple Music / Spotify / 正版专辑,声音宇宙 · 夜鹿 & 真夜中回响专区,Hi-Res 无损黑胶 / 正规专辑,
音乐,不法侵入 (Trespass),ずっと真夜中でいいのに。 (ZUTOMAYO) · ACAね,迷幻放克 / 恋爱心境,读完,4.8,2023年、ABEMA恋爱番、侵入心扉、律动放克、真夜中,未经允许便悄然闯入我心中的你，留下了无法抹去的痕迹。,ABEMA 节目主题曲。标志性的键盘敲击与灵动声线，勾勒出恋爱中防不胜防的心动瞬间。,https://p4.music.126.net/vNYG1ojHtvxqQTmS7pq1Jw==/109951168616751712.jpg,2023-01-01,2023-12-31,Apple Music / Spotify / 正版专辑,声音宇宙 · 夜鹿 & 真夜中回响专区,Hi-Res 无损黑胶 / 正规专辑,
音乐,残機 (Time Left),ずっと真夜中でいいのに。 (ZUTOMAYO) · ACAね,硬核疾走放克 / 爆裂现场,读完,5.0,2023年、电锯人ED2、残机、血脉贲张、真夜中,即便剩余的生命只剩一条，也要握紧电锯，在血肉横飞的绝望里杀穿终局！,TV动画《电锯人》ED2。爆裂的切分音与 ACAね 的狂气嘶吼，堪称日系摇滚新浪潮的核弹级现场演绎。,https://p4.music.126.net/q7QS9ze9wXNXpUy2BscBPg==/109951167979033519.jpg,2023-01-01,2023-12-31,Apple Music / Spotify / 正版专辑,声音宇宙 · 夜鹿 & 真夜中回响专区,Hi-Res 无损黑胶 / 正规专辑,
